house(24)win(5), 554.1992, 70.49783, -197.427
house(24)win(6), 554.1992, 64.49783, -192.427
house(24)win(7), 554.1992, 59.49783, -182.427
house(24)win(8), 554.1992, 59.49783, -189.427
house(24)win(9), 554.1992, 59.49783, -200.427
house(25), 765, 42, -196
house(26), -180, 111, -600
house(26), 500, 20, -500
house(27), 200, 40, -500
house(27), 222, 42, -320
house(28), 300, 20, -500
house(28), 350, 40, -300
house(29), -21, 21, -320
house(3), 500, 40, 80
house(3)win(1), 490, 75, 95
house(3)win(10), 489.7128, 55, 72
house(3)win(17), 226.6927, 47.12601, -109.2093
house(3)win(18), 221.6927, 47.12601, -109.2093
house(3)win(2), 489.7128, 46, 72
house(3)win(2), 489.7128, 75, 88
house(3)win(3), 489.7128, 70, 85
house(3)win(4), 489.7128, 50.15925, 85.24669
house(3)win(4), 490, 66, 95
house(3)win(5), 489.7128, 50.15925, 80.24669
house(3)win(5), 489.7128, 66, 80
house(3)win(6), 489.7128, 46, 85
house(3)win(6), 489.7128, 60, 85
house(3)win(7), 489.7128, 55, 95
house(3)win(8), 489.7128, 46, 80
house(3)win(8), 489.7128, 55, 88
house(3)win(9), 489.7128, 42, 80
house(3)win(9), 489.7128, 42, 85
house(3)win(9), 489.7128, 46, 91
house(3)win(9), 489.7128, 55, 77
house(31), -130, 20, -200
house(32), -124, 40, -120
house(33), -222, 40, -180
house(34), -226, 20, -118
house(35), -230, 40, -350
house(36), -395, 40, -190
house(37), -400, 20, -72
house(38), -496, 20, -192
house(39), -512, 16, -512
house(4), 600, 21, 120
house(40), -480, 20, -572
house(41), -512, 21, -720
house(42), -400, 48, -720
house(43), -320, 40, -560
house(44), -296, 24, -600
house(45), -222, 42, -480
house(46), -100, 20, -500
house(47), 30, 20, -500
house(5), 600, 21, 80
house(6), -200, 20, 72
house(7), -300, 40, 80
house(8), -500, 40, 72
house(9), -222, 24, 222
house30, -130, 20, -350
jump12, 220.5679, 0.05534935, -628.9999
jump_Stage(2), -102, 0.5, -122
jump_Stage, 8.838398, 0.5049992, -219.3531
jump_Stage_right, 46.89068, 0.5099983, -244.5299
jump_basketball, -72, 0.5, -300
jump_car, -115.178, 0.5049994, -313.0663
jump_cube, -0.7500229, 1.004999, -159.9126
jump_house(1), 36.49323, 62.3, 56.38964
jump_house(16), 100, 42.05, -222
jump_house(28), 350, 62, -300
jump_house(32), -102, 0.5, -116
jump_pokertable, -100, -0.420456, -256
jump_prison(1), -112, 0.05, -346
jump_prison(2), -112, 0.05, -340
jump_prison(3), -112, 0.05, -334
localJump(1), 19.57129, 0.5049982, 52.4716
localJump(4), -114.5, 9.889897, -196.638
localjump_stage, 17.28162, 0.5099983, -277.5558
offsiteSound_trigger, -114.1993, 0.1934339, -204.7995
orb(3), 66.92123, 720, -253.5518
playerAnimCube, -112.7838, 0.5099953, -199.651
rasberry, 92, 44, 54
soccerfield, -100, 0.005, -200
stage_art, 52, 1.2, -200
stage_orb, 52, 1.2, -200
stageground, 61.4484, 2.528816, -222.0205
street1, 0, 0, 25.66203
street2, 0, 0, -420
street3, 0, 0, -640
street4, 0, 0, -1368
take(1), -120, 2.7, -169.995
times_cam, -20.79729, 1.6, -302.9745
times_mirror, -20.83398, 1.42, -304.0025
trigger5, 1.828246, 0.05, -12.8
trump_cube, -8, 0.5, -200
usdt_adress, 64.44742, 1.2, -201.5566
zPro_AdminObject(Clone), 45.78746, 0.5, -190.0405
zPro_PlotPassword(Clone), 34.49193, 62.3, 61.25368
zparticle_Embers_heavy(Clone), 0, 72, 220
zparticle_Glowing orb 27(Clone), -71.68, 5.15, -307.5
zprim_Cube(Clone), -20.83398, 1.42, -304.0035
zprim_Cube(Clone), -99.32559, 0.06000094, -213.2825
zprim_Cube(Clone), 49.78754, 1.958231, -239.0456
zprim_Cube(Clone), 49.94999, 1.353629, -210.955
zprim_Cube(Clone), 49.94999, 1.353629, -212.105
zprim_Cube(Clone), 49.94999, 1.353629, -213.255
zprim_Cube(Clone), 49.94999, 1.353629, -214.405
zprim_Cube(Clone), 49.94999, 1.353629, -215.555
zprim_Cube(Clone), 49.94999, 1.353629, -216.705
